Id,y,x1,x2,x3,x4,x5
0,-6.822679348103888,0.019999999999999907,0.04999999999999993,-0.09000000000000008,-0.43000000000000005,-0.08000000000000007
1,-6.3262904728858675,-0.13000000000000006,0.10999999999999999,-0.08000000000000007,-0.29000000000000004,-0.030000000000000027
2,-9.30272824505603,0.07999999999999996,0.05999999999999994,-0.07000000000000006,-0.41000000000000003,-0.030000000000000027
3,-7.371892501310935,0.019999999999999907,-0.12000000000000005,0.009999999999999898,-0.43000000000000005,-0.020000000000000018
4,-6.027646998608187,-0.14000000000000007,-0.12000000000000005,-0.08000000000000007,-0.020000000000000018,-0.08000000000000007
5,-8.440890640281712,-0.050000000000000044,-0.16000000000000003,0.0,-0.39,-0.07000000000000006
6,-5.729983440550285,-0.06000000000000005,-0.020000000000000018,-0.08000000000000007,0.08999999999999997,-0.030000000000000027
7,-7.541244754069616,-0.08000000000000007,-0.11000000000000004,0.029999999999999916,-0.36000000000000004,0.019999999999999907
8,-6.704769137004975,-0.010000000000000009,-0.06000000000000005,0.09999999999999998,-0.20000000000000007,-0.07000000000000006
9,-7.484403292679928,-0.16000000000000003,-0.17000000000000004,0.039999999999999925,-0.41000000000000003,0.019999999999999907
10,-2.515994241010596,-0.13000000000000006,-0.17000000000000004,-0.020000000000000018,-0.3500000000000001,-0.030000000000000027
11,-6.160066987782725,-0.14000000000000007,-0.19000000000000006,0.029999999999999916,-0.36000000000000004,-0.040000000000000036
12,-8.335148721572217,-0.16000000000000003,-0.14000000000000007,0.009999999999999898,-0.21000000000000008,-0.030000000000000027
13,-4.596144461969562,0.039999999999999925,-0.16000000000000003,-0.040000000000000036,-0.10000000000000003,-0.030000000000000027
14,-8.738645361084057,0.09999999999999998,-0.010000000000000009,-0.11000000000000004,-0.37000000000000005,-0.10000000000000003
15,-5.841169478178987,-0.10000000000000003,-0.12000000000000005,-0.040000000000000036,-0.45000000000000007,-0.06000000000000005
16,-10.11650710680022,-0.09000000000000008,-0.17000000000000004,-0.06000000000000005,-0.45000000000000007,-0.07000000000000006
17,-8.942558008403669,0.019999999999999907,-0.09000000000000008,-0.020000000000000018,-0.45000000000000007,-0.050000000000000044
18,-5.666826839651965,-0.06000000000000005,-0.22000000000000003,-0.010000000000000009,-0.3500000000000001,-0.07000000000000006
19,-4.844341541747578,0.04999999999999993,0.039999999999999925,-0.010000000000000009,-0.3500000000000001,-0.06000000000000005
20,-5.873288929874773,-0.11000000000000004,-0.16000000000000003,-0.06000000000000005,-0.4,-0.06000000000000005
